"","ppt_id","Motives.Feeling","Motives.Exciting","Motives.High","Motives.Fun","Motives.Good","PGSI.Afford","PGSI.Excitement","PGSI.WinBack","PGSI.Borrowed","PGSI.Problem","PGSI.Health","PGSI.Criticised","PGSI.Financial","PGSI.Guilty"
"1376","P0116","Never","Never","Never","Sometimes","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never"
"1377","P0598","Sometimes","Often","Never","Always","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never"
"1378","P0792","Often","Often","Often","Often","Often","Sometimes","Sometimes","Sometimes","Never","Sometimes","Never","Sometimes","Never","MostTime"
"1379","P1452","Often","Sometimes","Sometimes","Sometimes","Sometimes","Never","Never","Never","Never","Never","Never","Never","Never","Never"
"1380","P0673","Sometimes","Sometimes","Never","Never","Never","Sometimes","Never","MostTime","Never","Sometimes","Never","Never","Never","Sometimes"
"1381","P1421","Never","Never","Never","Sometimes","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never"
"1382","P0617","Sometimes","Sometimes","Often","Sometimes","Sometimes","Sometimes","Sometimes","Sometimes","Never","Sometimes","Never","Never","Sometimes","Sometimes"
"1383","P1098","Sometimes","Often","Sometimes","Always","Often","Never","Never","Never","Never","Never","Never","Never","Never","Never"
"1384","P1792","Sometimes","Sometimes","Never","Sometimes","Sometimes","Never","Never","Never","Never","Never","Never","Never","Never","Never"
"1385","P0593","Sometimes","Often","Sometimes","Often","Often","Never","Never","Never","Never","Never","Never","Never","Never","Never"
"1386","P0533","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never"
"1387","P0305","Always","Often","Often","Always","Sometimes","Never","Never","Never","Never","Never","Sometimes","Never","Sometimes","Never"
"1388","P0942","Never","Sometimes","Never","Never","Never","Sometimes","Never","Never","Never","Never","Never","Never","Never","Never"
"1389","P1399","Sometimes","Sometimes","Never","Sometimes","Sometimes","Never","Never","Never","Never","Never","Never","Never","Never","Never"
"1390","P1388","Often","Often","Never","Always","Often","Never","Never","Never","Never","Never","Never","Never","Never","Never"
"1391","P0865","Sometimes","Sometimes","Sometimes","Sometimes","Sometimes","Never","Never","Never","Never","Never","Never","Never","Never","Never"
"1392","P0722","Never","Never","Never","Sometimes","Sometimes","Never","Never","Never","Never","Never","Never","Never","Never","Never"
"1393","P0278","Sometimes","Always","Often","Sometimes","Sometimes","Sometimes","Sometimes","Always","Never","Never","Never","Never","Never","Sometimes"
"1394","P1614","Sometimes","Often","Sometimes","Often","Sometimes","Sometimes","Sometimes","MostTime","Never","Never","Sometimes","Never","Never","Sometimes"
"1395","P0573","Never","Always","Sometimes","Often","Sometimes","Sometimes","MostTime","Always","Never","Sometimes","Never","Always","Never","Always"
"1396","P0800","Sometimes","Often","Often","Sometimes","Sometimes","Sometimes","Sometimes","MostTime","Never","MostTime","Sometimes","Never","Sometimes","Always"
"1397","P0451","Never","Sometimes","Never","Sometimes","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never"
"1398","P1133","Often","Often","Sometimes","Often","Often","Never","Sometimes","Sometimes","Never","Never","Never","Never","Never","Sometimes"
"1399","P1145","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never"
"1400","P1584","Sometimes","Sometimes","Sometimes","Sometimes","Sometimes","Never","Never","Never","Never","Never","Never","Never","Never","Never"
"1401","P1248","Never","Never","Never","Sometimes","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never"
"1402","P1703","Sometimes","Sometimes","Sometimes","Sometimes","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never"
"1403","P0557","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never"
"1404","P1283","Never","Sometimes","Never","Sometimes","Never","Never","Never","Sometimes","Never","Never","Never","Never","Never","Never"
"1405","P0199","Always","Always","Never","Always","Always","Never","Never","Never","Never","Never","Never","Never","Never","Never"
"1406","P0307","Never","Sometimes","Sometimes","Often","Sometimes","MostTime","Sometimes","Sometimes","Sometimes","Sometimes","Always","Never","Sometimes","Always"
"1407","P0309","Sometimes","Sometimes","Sometimes","Sometimes","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never"
"1408","P0840","Always","Always","Sometimes","Always","Sometimes","Never","Never","Never","Never","Never","Never","Never","Never","Never"
"1409","P0763","Sometimes","Sometimes","Never","Sometimes","Sometimes","Never","Never","Never","Never","Never","Never","Never","Never","Never"
"1410","P0203","Sometimes","Often","Never","Often","Sometimes","Never","Never","Never","Never","Never","Never","Never","Never","Never"
"1411","P1055","Sometimes","Sometimes","Sometimes","Often","Sometimes","Never","Never","Sometimes","Never","Never","Sometimes","Never","Never","Sometimes"
"1412","P1598","Sometimes","Sometimes","Sometimes","Often","Often","Never","Never","Never","Never","Never","Never","Never","Never","Never"
"1413","P1751","Sometimes","Often","Never","Always","Sometimes","Never","Never","Never","Never","Never","Never","Never","Never","Never"
"1414","P0401","Sometimes","Sometimes","Sometimes","Sometimes","Sometimes","Never","Never","Never","Never","Never","Never","Never","Never","Never"
"1415","P0479","Sometimes","Sometimes","Sometimes","Sometimes","Sometimes","Never","Sometimes","Sometimes","Never","Sometimes","Always","Sometimes","Never","Always"
"1416","P1082","Often","Always","Always","Always","Sometimes","MostTime","Sometimes","MostTime","Never","Sometimes","Sometimes","Never","Never","Sometimes"
"1417","P0724","Sometimes","Sometimes","Sometimes","Sometimes","Sometimes","Sometimes","Sometimes","Sometimes","Sometimes","Sometimes","Sometimes","MostTime","Sometimes","MostTime"
"1418","P0483","Often","Often","Often","Often","Often","Never","Never","Sometimes","Never","Never","Never","Sometimes","Never","Never"
"1419","P1447","Sometimes","Sometimes","Never","Often","Sometimes","Never","Never","Never","Never","Never","Never","Never","Never","Never"
"1420","P1526","Often","Often","Never","Sometimes","Never","Sometimes","Never","Sometimes","Never","Never","Never","Never","Never","Sometimes"
"1421","P0965","Often","Often","Often","Always","Always","Never","Never","Sometimes","Never","Sometimes","Sometimes","Never","Never","Never"
"1422","P1204","Sometimes","Sometimes","Never","Often","Sometimes","Never","Never","Never","Never","Never","Never","Never","Never","Never"
"1423","P0360","Sometimes","Sometimes","Sometimes","Often","Sometimes","Never","Sometimes","Sometimes","Never","Never","Never","Never","Never","Sometimes"
"1424","P0518","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never"
"1425","P1769","Often","Always","Never","Always","Never","Never","Never","Never","Never","Never","Never","Sometimes","Never","Never"
"1426","P0522","Sometimes","Sometimes","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never"
"1427","P0495","Often","Always","Sometimes","Always","Often","Never","Never","Sometimes","Never","Never","Never","Never","Never","Never"
"1428","P0356","Sometimes","Sometimes","Never","Often","Sometimes","Never","Never","Never","Never","Sometimes","Never","Never","Never","Sometimes"
"1429","P0318","Sometimes","Sometimes","Sometimes","Sometimes","Sometimes","Never","Never","Never","Never","Never","Never","Never","Never","Never"
"1430","P0389","Never","Sometimes","Never","Often","Sometimes","Never","Never","Never","Never","Never","Never","Never","Never","Never"
"1431","P1802","Never","Sometimes","Never","Sometimes","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never"
"1432","P1104","Never","Never","Never","Sometimes","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never"
"1433","P0614","Sometimes","Sometimes","Never","Sometimes","Sometimes","Never","Never","Never","Never","Never","Never","Never","Never","Never"
"1434","P1724","Sometimes","Sometimes","Often","Often","Never","Never","Never","Sometimes","Never","Sometimes","Never","Never","Never","Sometimes"
"1435","P0514","Always","Always","Always","Always","Always","MostTime","Sometimes","Sometimes","Never","Never","Never","Never","Always","Sometimes"
"1436","P1815","Never","Sometimes","Never","Sometimes","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never"
"1437","P0631","Sometimes","Often","Never","Often","Often","Sometimes","Never","MostTime","Never","Never","Never","Never","Never","Never"
"1438","P0120","Often","Often","Sometimes","Often","Sometimes","Never","Never","Never","Never","Never","Never","Never","Never","Never"
"1439","P1043","Often","Often","Sometimes","Often","Often","Never","Never","Never","Never","Never","Never","Never","Never","Never"
"1440","P1301","Always","Always","Always","Always","Often","Never","Never","Sometimes","Never","Sometimes","Sometimes","Never","Never","Sometimes"
"1441","P1704","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never"
"1442","P1260","Sometimes","Sometimes","Sometimes","Often","Often","Never","Never","Never","Never","Never","Never","Never","Never","Never"
"1443","P1595","Sometimes","Sometimes","Sometimes","Sometimes","Sometimes","Sometimes","Never","Sometimes","Sometimes","Never","Never","Never","Never","Never"
"1444","P0898","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never"
"1445","P0450","Often","Sometimes","Often","Often","Always","Always","MostTime","MostTime","Sometimes","Sometimes","MostTime","Always","MostTime","Sometimes"
"1446","P1047","Never","Never","Never","Sometimes","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never"
"1447","P1721","Never","Never","Never","Never","Never","Never","Never","Sometimes","Never","Never","Never","Sometimes","Never","Sometimes"
"1448","P1707","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never"
"1449","P1293","Never","Sometimes","Sometimes","Never","Never","Sometimes","Never","Sometimes","Never","Sometimes","Sometimes","Never","Sometimes","Sometimes"
"1450","P0372","Never","Often","Often","Never","Never","Always","Always","Always","Always","Always","Always","Always","Always","Always"
"1451","P1164","Never","Never","Never","Sometimes","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never"
"1452","P0551","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never"
"1453","P1650","Always","Always","Sometimes","Always","Sometimes","Never","Never","Sometimes","Never","Never","Never","Never","Never","Never"
"1454","P0029","Sometimes","Sometimes","Never","Sometimes","Sometimes","Never","Never","Never","Never","Never","Never","Never","Never","Never"
"1455","P1417","Sometimes","Sometimes","Never","Sometimes","Never","Never","Never","Never","Never","Never","Never","Never","Never","Sometimes"
"1456","P1265","Sometimes","Sometimes","Never","Sometimes","Sometimes","Never","Never","Never","Never","Never","Never","Never","Never","Sometimes"
"1457","P1109","Sometimes","Sometimes","Sometimes","Sometimes","Sometimes","Never","Never","Never","Never","Never","Never","Never","Never","Never"
"1458","P1069","Sometimes","Sometimes","Never","Often","Sometimes","Never","Never","Never","Never","Never","Never","Never","Never","Never"
"1459","P0691","Sometimes","Sometimes","Never","Sometimes","Never","Never","Never","Never","Never","Never","Never","Never","MostTime","Never"
"1460","P0404","Always","Always","Always","Often","Often","MostTime","Sometimes","MostTime","Sometimes","Sometimes","Never","Sometimes","Sometimes","Sometimes"
"1461","P1393","Often","Always","Often","Often","Never","Never","Never","Sometimes","Never","Sometimes","Never","Never","Never","Sometimes"
"1462","P0726","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never"
"1463","P1194","Often","Often","Sometimes","Always","Never","Never","Never","Never","Never","Sometimes","Never","Never","Never","Sometimes"
"1464","P1583","Sometimes","Sometimes","Sometimes","Sometimes","Sometimes","Never","Never","Never","Never","Never","Never","Never","Never","Never"
"1465","P1449","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never"
"1466","P1086","Often","Often","Always","Often","Often","Always","Never","Never","Never","Sometimes","MostTime","Never","Sometimes","Sometimes"
"1467","P1702","Often","Always","Always","Often","Sometimes","Never","Never","Never","Never","Never","Never","Never","Never","Never"
"1468","P0725","Never","Never","Never","Sometimes","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never"
"1469","P1273","Never","Sometimes","Never","Sometimes","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never"
