"pptid","Condition","Match","Bet.Category","Subcategory","Bet.Description","Stake","Potential.Payout"
"F.0447","Control","Chelsea vs Southampton","90 Minutes","Home","Chelsea",1,1.5
"F.0719","Treatment","Everton vs Liverpool","90 Minutes","Away","Liverpool",1,1.85
"F.0044","Control","Everton vs Liverpool","90 Minutes","Draw","Draw",3,11.7
"F.1228","Control","Tottenham vs West Ham","Correct Score","Home","1--0",1,7.5
"F.0382","Treatment","Leicester vs Aston Villa","Correct Score","Draw","2--2",3,36
"F.0690","Treatment","Leicester vs Aston Villa","90 Minutes","Away","Aston Villa",3,13
"F.1005","Treatment","Newcastle vs Man Utd","90 Minutes","Away","Man Utd",1,1.67
"F.1005","Treatment","Newcastle vs Man Utd","90 Minutes","Draw","Draw",1,4
"F.1005","Treatment","Newcastle vs Man Utd","90 Minutes","Home","Newcastle",1,5
"F.0148","Treatment","Everton vs Liverpool","Correct Score","Away","1--3",3,36
"F.0407","Control","Leicester vs Aston Villa","90 Minutes","Home","Leicester",1,1.8
"F.0407","Control","Chelsea vs Southampton","Correct Score","Home","3--0",1,11
"F.0407","Control","Newcastle vs Man Utd","90 Minutes","Home","Newcastle",1,5
"F.1001","Control","Everton vs Liverpool","90 Minutes","Home","Everton",2,7.8
"F.0404","Treatment","Newcastle vs Man Utd","Correct Score","Home","1--0",0.75,11.25
"F.0404","Treatment","Crystal Palace vs Brighton","Correct Score","Home","2--1",0.75,7.5
"F.0404","Treatment","Everton vs Liverpool","Correct Score","Away","1--2",1,8
"F.0404","Treatment","Chelsea vs Southampton","90 Minutes","Draw","Draw",0.5,2.2
"F.0905","Treatment","Tottenham vs West Ham","90 Minutes","Away","West Ham",0.25,1.45
"F.0905","Treatment","Newcastle vs Man Utd","90 Minutes","Home","Newcastle",0.25,1.25
"F.0905","Treatment","Man City vs Arsenal","90 Minutes","Draw","Draw",0.25,1.25
"F.0905","Treatment","Everton vs Liverpool","90 Minutes","Draw","Draw",0.26,1.01
"F.0334","Treatment","Everton vs Liverpool","90 Minutes","Home","Everton",3,11.7
"F.0104","Control","Leicester vs Aston Villa","90 Minutes","Home","Leicester",0.5,0.9
"F.0104","Control","Crystal Palace vs Brighton","90 Minutes","Home","Crystal Palace",0.5,1.35
"F.0104","Control","Leeds vs Wolves","90 Minutes","Home","Leeds",0.5,1.3
"F.0104","Control","Tottenham vs West Ham","90 Minutes","Away","West Ham",0.5,2.9
"F.0139","Control","Everton vs Liverpool","90 Minutes","Home","Everton",0.2,0.78
"F.0139","Control","Leeds vs Wolves","90 Minutes","Home","Leeds",0.4,1.04
"F.0139","Control","Newcastle vs Man Utd","First Goalscorer","Home","Allan Saint-Maximin",0.2,2.6
"F.0139","Control","Chelsea vs Southampton","Correct Score","Home","3--0",0.2,2.2
"F.0274","Control","Chelsea vs Southampton","90 Minutes","Home","Chelsea",1,1.5
"F.0274","Control","Crystal Palace vs Brighton","90 Minutes","Home","Crystal Palace",1,2.7
"F.0274","Control","Man City vs Arsenal","90 Minutes","Away","Arsenal",1,7.5
"F.0058","Treatment","Newcastle vs Man Utd","Correct Score","Away","1--3",3,36
"F.0278","Treatment","Crystal Palace vs Brighton","90 Minutes","Away","Brighton",1,2.7
"F.0278","Treatment","Crystal Palace vs Brighton","90 Minutes","Home","Crystal Palace",1,2.7
"F.0278","Treatment","Leicester vs Aston Villa","90 Minutes","Home","Leicester",0.7,1.26
"F.0278","Treatment","Man City vs Arsenal","First Goalscorer","Away","Alexandre Lacazette",0.1,0.9
"F.0278","Treatment","Leeds vs Wolves","First Goalscorer","Away","Raul Jimenez",0.1,0.45
"F.0278","Treatment","Leeds vs Wolves","First Goalscorer","Home","Patrick Bamford",0.1,0.6
"F.0062","Treatment","West Brom vs Burnley","90 Minutes","Home","West Brom",1.5,3.75
"F.0062","Treatment","Sheffield Utd vs Fulham","90 Minutes","Home","Sheffield Utd",1.5,3.15
"F.0272","Control","Leeds vs Wolves","Correct Score","Home","2--1",1,9.5
"F.0272","Control","Leicester vs Aston Villa","90 Minutes","Away","Aston Villa",1,4.33
"F.0272","Control","Sheffield Utd vs Fulham","Correct Score","Home","2--1",1,9
"F.1086","Control","Chelsea vs Southampton","90 Minutes","Home","Chelsea",3,4.5
"F.0631","Control","Man City vs Arsenal","Correct Score","Away","0--1",3,69
"F.1120","Treatment","Man City vs Arsenal","Correct Score","Home","2--1",0.5,4
"F.1120","Treatment","Crystal Palace vs Brighton","Correct Score","Away","0--1",0.25,2
"F.1120","Treatment","Leicester vs Aston Villa","Correct Score","Away","0--2",0.25,5.75
"F.0939","Control","Chelsea vs Southampton","Correct Score","Draw","0--0",0.5,8.5
"F.0939","Control","Man City vs Arsenal","Correct Score","Draw","2--2",0.5,7.5
"F.0111","Treatment","Newcastle vs Man Utd","90 Minutes","Draw","Draw",1,4
"F.0111","Treatment","Chelsea vs Southampton","90 Minutes","Home","Chelsea",1,1.5
"F.0111","Treatment","Man City vs Arsenal","90 Minutes","Draw","Draw",1,5
"F.0302","Treatment","Everton vs Liverpool","90 Minutes","Away","Liverpool",3,5.55
"F.0063","Treatment","Everton vs Liverpool","90 Minutes","Away","Liverpool",3,5.55
"F.0806","Control","Everton vs Liverpool","90 Minutes","Away","Liverpool",3,5.55
"F.1244","Control","Leeds vs Wolves","90 Minutes","Home","Leeds",3,7.8
"F.0539","Control","Everton vs Liverpool","90 Minutes","Home","Everton",1,3.9
"F.0539","Control","Chelsea vs Southampton","90 Minutes","Home","Chelsea",1,1.5
"F.0539","Control","Leeds vs Wolves","90 Minutes","Away","Wolves",1,2.88
"F.1044","Control","Newcastle vs Man Utd","90 Minutes","Away","Man Utd",0.5,0.83
"F.1044","Control","Everton vs Liverpool","90 Minutes","Away","Liverpool",0.5,0.93
"F.1044","Control","Tottenham vs West Ham","90 Minutes","Home","Tottenham",0.5,0.79
"F.0778","Treatment","Chelsea vs Southampton","90 Minutes","Draw","Draw",0.4,1.76
"F.0778","Treatment","Chelsea vs Southampton","Correct Score","Home","3--1",0.2,2.2
"F.0778","Treatment","Man City vs Arsenal","First Goalscorer","Home","Kevin De Bruyne",0.3,1.65
"F.0778","Treatment","Man City vs Arsenal","First Goalscorer","Home","Raheem Sterling",2,9
"F.0778","Treatment","Everton vs Liverpool","90 Minutes","Away","Liverpool",0.1,0.19
"F.0526","Treatment","Sheffield Utd vs Fulham","90 Minutes","Home","Sheffield Utd",3,6.3
"F.0421","Treatment","Newcastle vs Man Utd","90 Minutes","Home","Newcastle",1,5
"F.0421","Treatment","West Brom vs Burnley","90 Minutes","Home","West Brom",1,2.5
"F.0421","Treatment","Leicester vs Aston Villa","90 Minutes","Away","Aston Villa",1,4.33
"F.1157","Control","Sheffield Utd vs Fulham","Correct Score","Home","1--0",1,6
"F.1073","Treatment","Man City vs Arsenal","Correct Score","Home","2--1",3,24
"F.0163","Treatment","Chelsea vs Southampton","90 Minutes","Home","Chelsea",3,4.5
"F.1252","Treatment","Chelsea vs Southampton","90 Minutes","Draw","Draw",1,4.4
"F.1252","Treatment","Chelsea vs Southampton","90 Minutes","Away","Southampton",1,6.5
"F.1252","Treatment","Chelsea vs Southampton","Correct Score","Home","1--0",1,9
"F.0837","Control","Everton vs Liverpool","90 Minutes","Away","Liverpool",1,1.85
"F.1031","Control","Chelsea vs Southampton","90 Minutes","Home","Chelsea",1.5,2.25
"F.1031","Control","Everton vs Liverpool","90 Minutes","Away","Liverpool",1.5,2.78
"F.0393","Treatment","Newcastle vs Man Utd","90 Minutes","Home","Newcastle",1,5
"F.0393","Treatment","Chelsea vs Southampton","90 Minutes","Home","Chelsea",1,1.5
"F.1255","Control","Everton vs Liverpool","90 Minutes","Away","Liverpool",3,5.55
"F.0321","Control","Chelsea vs Southampton","90 Minutes","Home","Chelsea",0.5,0.75
"F.0209","Treatment","Leeds vs Wolves","90 Minutes","Home","Leeds",1,2.6
"F.0209","Treatment","Tottenham vs West Ham","90 Minutes","Home","Tottenham",1,1.57
"F.0209","Treatment","Man City vs Arsenal","90 Minutes","Home","Man City",1,1.4
"F.0020","Treatment","Chelsea vs Southampton","90 Minutes","Home","Chelsea",1,1.5
"F.0020","Treatment","Sheffield Utd vs Fulham","90 Minutes","Home","Sheffield Utd",1,2.1
"F.0020","Treatment","Tottenham vs West Ham","90 Minutes","Home","Tottenham",1,1.57
"F.1186","Control","Everton vs Liverpool","Correct Score","Away","1--4",0.25,5.75
"F.1186","Control","Everton vs Liverpool","90 Minutes","Home","Everton",0.25,0.98
"F.1186","Control","Leeds vs Wolves","90 Minutes","Away","Wolves",0.5,1.44
"F.1186","Control","Man City vs Arsenal","90 Minutes","Away","Arsenal",0.5,3.75
"F.1186","Control","Tottenham vs West Ham","90 Minutes","Home","Tottenham",0.5,0.79
"F.1186","Control","Leicester vs Aston Villa","90 Minutes","Away","Aston Villa",1,4.33
"F.0064","Control","Tottenham vs West Ham","First Goalscorer","Home","Son Heung-min",3,15
"F.0426","Control","Chelsea vs Southampton","90 Minutes","Home","Chelsea",3,4.5
"F.0663","Treatment","Leeds vs Wolves","90 Minutes","Home","Leeds",1,2.6
"F.1010","Treatment","Sheffield Utd vs Fulham","90 Minutes","Home","Sheffield Utd",3,6.3
"F.0524","Treatment","Everton vs Liverpool","90 Minutes","Home","Everton",3,11.7
"F.0360","Control","Leicester vs Aston Villa","Correct Score","Draw","1--1",1,6.5
"F.0360","Control","Leeds vs Wolves","Correct Score","Draw","1--1",1,5.5
"F.0360","Control","Everton vs Liverpool","Correct Score","Draw","1--1",1,7
"F.0184","Control","Everton vs Liverpool","90 Minutes","Away","Liverpool",0.5,0.93
"F.0184","Control","Everton vs Liverpool","90 Minutes","Away","Liverpool",0.5,0.93
"F.0922","Control","Chelsea vs Southampton","90 Minutes","Home","Chelsea",3,4.5
"F.0292","Treatment","Chelsea vs Southampton","90 Minutes","Home","Chelsea",0.5,0.75
"F.0292","Treatment","Everton vs Liverpool","90 Minutes","Draw","Draw",0.5,1.95
"F.1144","Control","Everton vs Liverpool","First Goalscorer","Away","Thiago Alcantara",1,19
"F.1144","Control","Everton vs Liverpool","First Goalscorer","Away","Virgil van Dijk",1,15
"F.1144","Control","Everton vs Liverpool","Correct Score","Draw","0--0",1,17
"F.0307","Treatment","Leeds vs Wolves","90 Minutes","Home","Leeds",3,7.8
"F.0037","Treatment","Everton vs Liverpool","90 Minutes","Home","Everton",0.5,1.95
"F.0037","Treatment","Tottenham vs West Ham","First Goalscorer","Home","Dele Alli",0.5,3.5
"F.0037","Treatment","Tottenham vs West Ham","90 Minutes","Home","Tottenham",1,1.57
"F.0037","Treatment","Chelsea vs Southampton","90 Minutes","Home","Chelsea",1,1.5
"F.0685","Treatment","Crystal Palace vs Brighton","Correct Score","Draw","1--1",0.5,2.75
"F.0685","Treatment","Crystal Palace vs Brighton","Correct Score","Away","0--1",0.5,4
"F.0685","Treatment","Crystal Palace vs Brighton","Correct Score","Home","1--0",0.5,3.5
"F.0685","Treatment","Chelsea vs Southampton","Correct Score","Draw","0--0",0.5,8.5
"F.0685","Treatment","Chelsea vs Southampton","Correct Score","Home","1--0",0.5,4.5
"F.0685","Treatment","Everton vs Liverpool","Correct Score","Home","2--0",0.5,11.5
"F.0943","Control","Everton vs Liverpool","90 Minutes","Away","Liverpool",3,5.55
"F.1025","Control","Crystal Palace vs Brighton","90 Minutes","Home","Crystal Palace",0.5,1.35
"F.1025","Control","Man City vs Arsenal","90 Minutes","Home","Man City",0.5,0.7
"F.1025","Control","Newcastle vs Man Utd","90 Minutes","Away","Man Utd",0.5,0.83
"F.1025","Control","Leicester vs Aston Villa","90 Minutes","Away","Aston Villa",0.5,2.17
"F.1025","Control","Everton vs Liverpool","90 Minutes","Away","Liverpool",0.5,0.93
"F.1025","Control","Tottenham vs West Ham","90 Minutes","Home","Tottenham",0.5,0.79
"F.1259","Control","Tottenham vs West Ham","90 Minutes","Home","Tottenham",0.5,0.79
"F.1259","Control","Newcastle vs Man Utd","90 Minutes","Away","Man Utd",1,1.67
"F.1259","Control","Chelsea vs Southampton","90 Minutes","Home","Chelsea",1,1.5
"F.1259","Control","Everton vs Liverpool","90 Minutes","Home","Everton",0.5,1.95
"F.0546","Treatment","Sheffield Utd vs Fulham","Correct Score","Home","2--0",3,25.5
"F.0412","Control","Leicester vs Aston Villa","90 Minutes","Home","Leicester",1,1.8
"F.0412","Control","Chelsea vs Southampton","90 Minutes","Home","Chelsea",1,1.5
"F.0972","Treatment","Leeds vs Wolves","90 Minutes","Away","Wolves",0.5,1.44
"F.0972","Treatment","Everton vs Liverpool","90 Minutes","Home","Everton",1.5,5.85
"F.0972","Treatment","Chelsea vs Southampton","90 Minutes","Home","Chelsea",1,1.5
"F.0771","Treatment","Chelsea vs Southampton","90 Minutes","Home","Chelsea",3,4.5
"F.1175","Control","Everton vs Liverpool","90 Minutes","Draw","Draw",3,11.7
"F.1256","Control","Newcastle vs Man Utd","90 Minutes","Away","Man Utd",3,5
"F.0525","Control","Everton vs Liverpool","First Goalscorer","Away","Sadio Mane",3,15
"F.0761","Control","Everton vs Liverpool","Correct Score","Away","1--2",1,8
"F.1124","Control","Newcastle vs Man Utd","Correct Score","Away","0--1",0.1,0.7
"F.1124","Control","Leicester vs Aston Villa","Correct Score","Home","2--0",0.2,1.9
"F.1124","Control","Everton vs Liverpool","Correct Score","Home","1--0",0.1,1.5
"F.1124","Control","Everton vs Liverpool","Correct Score","Away","1--2",0.1,0.8
"F.1124","Control","Everton vs Liverpool","Correct Score","Away","0--3",0.1,1.5
"F.1124","Control","Everton vs Liverpool","Correct Score","Away","0--2",0.1,1
"F.1124","Control","Newcastle vs Man Utd","Correct Score","Home","2--0",0.2,5.2
"F.0377","Control","Leicester vs Aston Villa","First Goalscorer","Home","Timothy Castagne",1.5,25.5
"F.0377","Control","Leicester vs Aston Villa","90 Minutes","Home","Leicester",1.5,2.7
"F.1078","Control","Chelsea vs Southampton","90 Minutes","Home","Chelsea",1,1.5
"F.1078","Control","Tottenham vs West Ham","90 Minutes","Home","Tottenham",1,1.57
"F.0940","Control","Leeds vs Wolves","90 Minutes","Draw","Draw",1.5,4.88
"F.0940","Control","Man City vs Arsenal","90 Minutes","Away","Arsenal",1.5,11.25
"F.0114","Treatment","Everton vs Liverpool","90 Minutes","Home","Everton",2,7.8
"F.0114","Treatment","Chelsea vs Southampton","90 Minutes","Home","Chelsea",1,1.5
"F.0887","Treatment","Man City vs Arsenal","Correct Score","Home","2--0",0.25,2.13
"F.0434","Control","Chelsea vs Southampton","90 Minutes","Away","Southampton",3,19.5
"F.0721","Treatment","Sheffield Utd vs Fulham","90 Minutes","Home","Sheffield Utd",3,6.3
"F.1235","Treatment","Everton vs Liverpool","Correct Score","Home","4--3",3,243
"F.0204","Treatment","Everton vs Liverpool","90 Minutes","Away","Liverpool",3,5.55
"F.0095","Control","West Brom vs Burnley","Correct Score","Home","2--0",1,11
"F.0095","Control","Leicester vs Aston Villa","Correct Score","Home","1--0",1,9
"F.0095","Control","Man City vs Arsenal","Correct Score","Away","0--2",1,41
"F.0079","Control","Man City vs Arsenal","Correct Score","Away","0--2",1,41
"F.0079","Control","Chelsea vs Southampton","90 Minutes","Home","Chelsea",1,1.5
"F.0079","Control","Man City vs Arsenal","90 Minutes","Away","Arsenal",1,7.5
"F.0493","Treatment","Newcastle vs Man Utd","90 Minutes","Away","Man Utd",3,5
"F.0439","Control","Everton vs Liverpool","90 Minutes","Away","Liverpool",1,1.85
"F.0448","Control","Leeds vs Wolves","Correct Score","Away","3--4",0.1,10.1
"F.0448","Control","Leeds vs Wolves","Correct Score","Home","4--3",0.1,10.1
"F.0448","Control","Everton vs Liverpool","90 Minutes","Home","Everton",0.5,1.95
"F.0448","Control","Man City vs Arsenal","90 Minutes","Away","Arsenal",0.5,3.75
"F.0094","Treatment","Everton vs Liverpool","Correct Score","Away","1--3",1,12
"F.0094","Treatment","Leicester vs Aston Villa","Correct Score","Draw","3--3",1,36
"F.0094","Treatment","Tottenham vs West Ham","Correct Score","Home","3--0",1,12
"F.1231","Control","Everton vs Liverpool","90 Minutes","Away","Liverpool",3,5.55
"F.1171","Treatment","Man City vs Arsenal","Correct Score","Draw","1--1",3,28.5
"F.0976","Control","Tottenham vs West Ham","Correct Score","Home","2--0",1,7.5
"F.0976","Control","Leeds vs Wolves","Correct Score","Home","2--0",1,12
"F.0976","Control","Leicester vs Aston Villa","Correct Score","Away","1--2",1,13
"F.0834","Treatment","Everton vs Liverpool","90 Minutes","Away","Liverpool",1,1.85
"F.0834","Treatment","Chelsea vs Southampton","90 Minutes","Home","Chelsea",1,1.5
"F.0834","Treatment","Tottenham vs West Ham","90 Minutes","Home","Tottenham",1,1.57
"F.0792","Treatment","Sheffield Utd vs Fulham","90 Minutes","Away","Fulham",0.5,1.88
"F.0792","Treatment","Sheffield Utd vs Fulham","90 Minutes","Draw","Draw",0.5,1.63
"F.0792","Treatment","Sheffield Utd vs Fulham","Correct Score","Away","0--1",0.5,4.5
"F.0792","Treatment","Sheffield Utd vs Fulham","Correct Score","Draw","1--1",0.5,2.9
"F.0257","Treatment","Crystal Palace vs Brighton","90 Minutes","Home","Crystal Palace",2,5.4
"F.0263","Control","Everton vs Liverpool","Correct Score","Away","0--1",1,10
"F.0263","Control","Sheffield Utd vs Fulham","Correct Score","Draw","0--0",1,7.5
"F.0263","Control","Newcastle vs Man Utd","Correct Score","Away","1--2",1,8
"F.1052","Treatment","Tottenham vs West Ham","Correct Score","Home","3--1",3,36
"F.0600","Treatment","Leeds vs Wolves","90 Minutes","Home","Leeds",3,7.8
"F.0294","Treatment","Tottenham vs West Ham","90 Minutes","Home","Tottenham",3,4.71
"F.0907","Control","Man City vs Arsenal","Correct Score","Home","3--2",1,19
"F.0907","Control","West Brom vs Burnley","90 Minutes","Away","Burnley",1,2.88
"F.0907","Control","Chelsea vs Southampton","90 Minutes","Home","Chelsea",1,1.5
"F.1035","Control","Everton vs Liverpool","90 Minutes","Home","Everton",3,11.7
"F.0964","Treatment","Chelsea vs Southampton","Correct Score","Home","3--0",3,33
"F.0618","Control","Man City vs Arsenal","90 Minutes","Home","Man City",1,1.4
"F.0618","Control","Everton vs Liverpool","90 Minutes","Away","Liverpool",1,1.85
"F.1260","Treatment","Everton vs Liverpool","90 Minutes","Away","Liverpool",2,3.7
"F.1024","Treatment","Chelsea vs Southampton","90 Minutes","Away","Southampton",0.4,2.6
"F.1024","Treatment","Chelsea vs Southampton","90 Minutes","Draw","Draw",0.5,2.2
"F.1024","Treatment","Chelsea vs Southampton","90 Minutes","Home","Chelsea",1,1.5
"F.1024","Treatment","Chelsea vs Southampton","Correct Score","Away","0--2",0.1,3.4
"F.1024","Treatment","Chelsea vs Southampton","Correct Score","Draw","0--0",0.5,8.5
"F.1024","Treatment","Chelsea vs Southampton","Correct Score","Home","3--0",0.5,5.5
"F.1270","Treatment","Everton vs Liverpool","Correct Score","Away","1--2",0.5,4
"F.1270","Treatment","West Brom vs Burnley","90 Minutes","Home","West Brom",0.75,1.88
"F.1270","Treatment","Leicester vs Aston Villa","Correct Score","Home","2--1",0.5,4
"F.1270","Treatment","Tottenham vs West Ham","Correct Score","Home","2--0",0.5,3.75
"F.1270","Treatment","Crystal Palace vs Brighton","Correct Score","Draw","1--1",0.5,2.75
"F.1270","Treatment","Chelsea vs Southampton","Correct Score","Home","2--0",0.25,2
"F.0731","Treatment","Chelsea vs Southampton","90 Minutes","Home","Chelsea",3,4.5
"F.1008","Treatment","Leeds vs Wolves","90 Minutes","Home","Leeds",1,2.6
"F.1008","Treatment","Leicester vs Aston Villa","90 Minutes","Away","Aston Villa",1,4.33
"F.0445","Control","Chelsea vs Southampton","Correct Score","Home","4--3",1.5,99
"F.0445","Control","Everton vs Liverpool","Correct Score","Draw","3--3",1.5,51
"F.0565","Treatment","Chelsea vs Southampton","First Goalscorer","Home","Jorginho",3,33
"F.0031","Control","Crystal Palace vs Brighton","90 Minutes","Home","Crystal Palace",3,8.1
"F.0077","Treatment","Tottenham vs West Ham","Correct Score","Draw","1--1",0.2,1.4
"F.0077","Treatment","Man City vs Arsenal","Correct Score","Away","1--2",0.5,9.5
"F.0077","Treatment","Newcastle vs Man Utd","Correct Score","Away","0--2",0.25,1.88
"F.0077","Treatment","Everton vs Liverpool","Correct Score","Away","0--1",0.5,5
"F.1154","Control","Man City vs Arsenal","90 Minutes","Home","Man City",3,4.2
"F.0669","Treatment","Chelsea vs Southampton","90 Minutes","Home","Chelsea",3,4.5
"F.0440","Control","Sheffield Utd vs Fulham","90 Minutes","Home","Sheffield Utd",0.5,1.05
"F.0440","Control","Newcastle vs Man Utd","Correct Score","Home","3--1",0.5,20.5
"F.0440","Control","Leicester vs Aston Villa","Correct Score","Away","1--2",1,13
"F.0440","Control","Newcastle vs Man Utd","90 Minutes","Draw","Draw",0.5,2
"F.0440","Control","Leeds vs Wolves","90 Minutes","Home","Leeds",0.5,1.3
"F.1009","Treatment","Man City vs Arsenal","Correct Score","Away","1--4",3,273
"F.0271","Control","Tottenham vs West Ham","90 Minutes","Home","Tottenham",1,1.57
"F.0271","Control","Newcastle vs Man Utd","First Goalscorer","Draw","No Goalscorer",0.5,5.5
"F.0271","Control","Sheffield Utd vs Fulham","90 Minutes","Home","Sheffield Utd",0.5,1.05
"F.1162","Treatment","Everton vs Liverpool","Correct Score","Draw","2--2",1,11
"F.1178","Treatment","Man City vs Arsenal","90 Minutes","Away","Arsenal",1,7.5
"F.1266","Control","Sheffield Utd vs Fulham","90 Minutes","Home","Sheffield Utd",0.5,1.05
"F.1266","Control","Chelsea vs Southampton","Correct Score","Home","2--1",0.5,3.75
"F.1266","Control","Man City vs Arsenal","90 Minutes","Home","Man City",0.25,0.35
"F.1266","Control","Man City vs Arsenal","Correct Score","Home","1--0",0.25,2.5
"F.1180","Treatment","Leicester vs Aston Villa","90 Minutes","Home","Leicester",3,5.4
"F.0984","Treatment","Everton vs Liverpool","90 Minutes","Away","Liverpool",3,5.55
"F.0606","Control","Everton vs Liverpool","90 Minutes","Away","Liverpool",3,5.55
"F.1075","Control","Chelsea vs Southampton","90 Minutes","Away","Southampton",3,19.5
"F.0232","Control","Sheffield Utd vs Fulham","90 Minutes","Home","Sheffield Utd",3,6.3
"F.1085","Treatment","West Brom vs Burnley","90 Minutes","Draw","Draw",0.25,0.83
"F.1085","Treatment","Sheffield Utd vs Fulham","90 Minutes","Home","Sheffield Utd",0.25,0.53
"F.1085","Treatment","Newcastle vs Man Utd","90 Minutes","Home","Newcastle",0.25,1.25
"F.1085","Treatment","Leicester vs Aston Villa","90 Minutes","Home","Leicester",0.25,0.45
"F.1085","Treatment","Chelsea vs Southampton","90 Minutes","Home","Chelsea",0.25,0.38
"F.1085","Treatment","Everton vs Liverpool","90 Minutes","Home","Everton",0.25,0.98
"F.0913","Treatment","Everton vs Liverpool","Correct Score","Away","1--2",3,24
"F.0758","Control","Chelsea vs Southampton","90 Minutes","Away","Southampton",0.5,3.25
"F.0587","Treatment","Everton vs Liverpool","Correct Score","Home","1--0",3,45
"F.0622","Control","Leeds vs Wolves","90 Minutes","Home","Leeds",1,2.6
"F.0923","Control","Everton vs Liverpool","90 Minutes","Away","Liverpool",3,5.55
"F.0522","Treatment","Everton vs Liverpool","90 Minutes","Away","Liverpool",3,5.55
"F.0897","Control","Newcastle vs Man Utd","Correct Score","Away","0--1",1,7
"F.0897","Control","Everton vs Liverpool","Correct Score","Away","1--2",1,8
"F.0897","Control","Chelsea vs Southampton","Correct Score","Home","2--0",1,8
"F.0801","Control","Tottenham vs West Ham","90 Minutes","Home","Tottenham",0.5,0.79
"F.0801","Control","Man City vs Arsenal","90 Minutes","Home","Man City",0.5,0.7
"F.0801","Control","Newcastle vs Man Utd","90 Minutes","Away","Man Utd",0.5,0.83
"F.0801","Control","Chelsea vs Southampton","90 Minutes","Home","Chelsea",0.5,0.75
"F.0801","Control","Leicester vs Aston Villa","90 Minutes","Home","Leicester",0.5,0.9
"F.0801","Control","Everton vs Liverpool","90 Minutes","Away","Liverpool",0.5,0.93
"F.1206","Control","Everton vs Liverpool","90 Minutes","Away","Liverpool",1.5,2.78
"F.1206","Control","Sheffield Utd vs Fulham","90 Minutes","Home","Sheffield Utd",1.5,3.15
"F.0262","Treatment","Everton vs Liverpool","90 Minutes","Home","Everton",3,11.7
"F.0989","Control","Tottenham vs West Ham","Correct Score","Home","1--0",3,22.5
"F.0938","Control","Chelsea vs Southampton","90 Minutes","Home","Chelsea",3,4.5
"F.0106","Control","Everton vs Liverpool","90 Minutes","Home","Everton",0.5,1.95
"F.0483","Treatment","Leicester vs Aston Villa","90 Minutes","Home","Leicester",1,1.8
"F.0483","Treatment","Man City vs Arsenal","90 Minutes","Home","Man City",1,1.4
"F.0483","Treatment","Chelsea vs Southampton","90 Minutes","Home","Chelsea",1,1.5
"F.0577","Treatment","Newcastle vs Man Utd","90 Minutes","Away","Man Utd",3,5
"F.0718","Treatment","Crystal Palace vs Brighton","Correct Score","Home","1--0",1,7
"F.0718","Treatment","Tottenham vs West Ham","90 Minutes","Away","West Ham",1,5.8
"F.0718","Treatment","Chelsea vs Southampton","Correct Score","Home","3--0",1,11
"F.0277","Control","Everton vs Liverpool","Correct Score","Away","1--2",1,8
"F.0259","Control","Man City vs Arsenal","90 Minutes","Away","Arsenal",1,7.5
"F.0671","Control","Leeds vs Wolves","90 Minutes","Home","Leeds",1,2.6
"F.0157","Treatment","Everton vs Liverpool","90 Minutes","Home","Everton",3,11.7
"F.1315","Control","Leicester vs Aston Villa","90 Minutes","Away","Aston Villa",1,4.33
"F.1315","Control","Leicester vs Aston Villa","90 Minutes","Draw","Draw",1,3.8
"F.1315","Control","Leicester vs Aston Villa","90 Minutes","Home","Leicester",1,1.8
"F.0075","Treatment","Everton vs Liverpool","Correct Score","Away","0--3",3,45
"F.0133","Treatment","Everton vs Liverpool","Correct Score","Away","1--2",3,24
"F.0995","Treatment","Leeds vs Wolves","Correct Score","Home","3--0",1,26
"F.0995","Treatment","Newcastle vs Man Utd","Correct Score","Home","2--1",1,15
"F.0995","Treatment","Chelsea vs Southampton","Correct Score","Home","2--0",1,8
"F.0313","Control","","","Endowment","Unspent",3,3
"F.0617","Control","","","Endowment","Unspent",3,3
"F.1014","Control","","","Endowment","Unspent",0,0
"F.0489","Treatment","","","Endowment","Unspent",3,3
"F.1217","Control","","","Endowment","Unspent",0,0
"F.0726","Treatment","","","Endowment","Unspent",2.5,2.5
"F.0579","Control","","","Endowment","Unspent",1.5,1.5
"F.0641","Treatment","","","Endowment","Unspent",3,3
"F.0513","Control","","","Endowment","Unspent",2.5,2.5
"F.0574","Control","","","Endowment","Unspent",3,3
"F.0657","Control","","","Endowment","Unspent",3,3
"F.0053","Treatment","","","Endowment","Unspent",3,3
"F.0594","Treatment","","","Endowment","Unspent",0,0
"F.1125","Control","","","Endowment","Unspent",3,3
"F.0757","Treatment","","","Endowment","Unspent",0,0
"F.1278","Control","","","Endowment","Unspent",1,1
"F.1099","Control","","","Endowment","Unspent",3,3
"F.1174","Control","","","Endowment","Unspent",3,3
"F.1059","Control","","","Endowment","Unspent",0,0
"F.0411","Treatment","","","Endowment","Unspent",0,0
"F.1218","Control","","","Endowment","Unspent",3,3
"F.1094","Control","","","Endowment","Unspent",3,3
"F.0532","Control","","","Endowment","Unspent",3,3
"F.0268","Control","","","Endowment","Unspent",2.5,2.5
"F.1189","Treatment","","","Endowment","Unspent",3,3
"F.1197","Control","","","Endowment","Unspent",3,3
"F.1306","Treatment","","","Endowment","Unspent",0,0
"F.0538","Treatment","","","Endowment","Unspent",0.5,0.5
"F.0566","Treatment","","","Endowment","Unspent",0,0
"F.0187","Treatment","","","Endowment","Unspent",3,3
"F.0672","Treatment","","","Endowment","Unspent",3,3
